donor_country,financial_year,total_fc_inr,total_fc_original,original_unit,source_document,source_url,table_ref,retrieved_date,notes
China,2016-17,58644605.78,"5,86,44,605.78",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Turkey,2016-17,57461810.91,"5,74,61,810.91",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Sri Lanka,2016-17,46903871.25,"4,69,03,871.25",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Oman,2016-17,44467587.53,"4,44,67,587.53",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Bahamas,2016-17,44121237.90,"4,41,21,237.90",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Kenya,2016-17,40252750.29,"4,02,52,750.29",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Bangladesh,2016-17,36452782.32,"3,64,52,782.32",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Nigeria,2016-17,36387914.60,"3,63,87,914.60",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Egypt,2016-17,31248357.36,"3,12,48,357.36",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Malta,2016-17,29407346.09,"2,94,07,346.09",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Iceland,2016-17,29365071.33,"2,93,65,071.33",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Israel,2016-17,27837439.75,"2,78,37,439.75",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Cayman Islands,2016-17,25377151.88,"2,53,77,151.88",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Slovakia,2016-17,24565449.32,"2,45,65,449.32",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Poland,2016-17,23782420.55,"2,37,82,420.55",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Greece,2016-17,22023310.53,"2,20,23,310.53",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Azerbaijan,2016-17,19847433.36,"1,98,47,433.36",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Afghanistan,2016-17,19733602.53,"1,97,33,602.53",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Tanzania,2016-17,19052736.90,"1,90,52,736.90",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Seychelles,2016-17,18691803.00,"1,86,91,803.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Jamaica,2016-17,17157927.00,"1,71,57,927.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Chile,2016-17,16937152.06,"1,69,37,152.06",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Reunion Island,2016-17,15717810.68,"1,57,17,810.68",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Vatican City,2016-17,15402046.17,"1,54,02,046.17",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Brazil,2016-17,15071933.33,"1,50,71,933.33",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Georgia,2016-17,14509142.11,"1,45,09,142.11",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
