state,financial_year,metric,total_fc_inr,total_fc_original,original_unit,reporting_associations,source_document,source_url,table_ref,retrieved_date,notes
Delhi,2010-11,received,20172978000.00,201729.78,lakh,1453,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Tamil Nadu,2010-11,received,15585733000.00,155857.33,lakh,3419,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Andhra Pradesh,2010-11,received,11790095000.00,117900.95,lakh,2710,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Karnataka,2010-11,received,10015804000.00,100158.04,lakh,1637,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Maharashtra,2010-11,received,9153563000.00,91535.63,lakh,2094,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Kerala,2010-11,received,8734184000.00,87341.84,lakh,1662,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
West Bengal,2010-11,received,6517207000.00,65172.07,lakh,2032,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Gujarat,2010-11,received,3637812000.00,36378.12,lakh,1149,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Uttar Pradesh,2010-11,received,2574086000.00,25740.86,lakh,1235,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Orissa,2010-11,received,2123694000.00,21236.94,lakh,1322,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Madhya Pradesh,2010-11,received,1456496000.00,14564.96,lakh,467,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Bihar,2010-11,received,1441093000.00,14410.93,lakh,838,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Rajasthan,2010-11,received,1413346000.00,14133.46,lakh,431,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Jharkhand,2010-11,received,1346299000.00,13462.99,lakh,454,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Himachal Pradesh,2010-11,received,1287461000.00,12874.61,lakh,106,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Uttarakhand,2010-11,received,1167190000.00,11671.90,lakh,282,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Punjab,2010-11,received,872366000.00,8723.66,lakh,125,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Assam,2010-11,received,862707000.00,8627.07,lakh,254,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Chhattisgarh,2010-11,received,572455000.00,5724.55,lakh,230,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
Manipur,2010-11,received,468344000.00,4683.44,lakh,322,"Lok Sabha Unstarred Question No. 328, 'Funds to NGOs', answered 06.08.2013 (Ministry of Home Affairs, Shri Mullappally Ramachandran)",https://xn--i1b5bzbybhfo5c8b4bxh.xn--11b7cb3a6a.xn--h2brj9c/MHA1/Par2017/pdfs/par2013-pdfs/ls-060813/328.pdf,Annexure-II: Statewise FC received during 2010-11,2026-09-23,"State-wise FC received, Rs in Lakhs. 2011-12 flagged in the document itself as 'some more data is still under compilation'. Source-arithmetic note: the document's stated totals differ from the sum of its state rows by 0.01 lakh (Rs 1,000) in 2009-10 and 2010-11 -- a rounding artifact in the source. In 2011-12 the stated total exceeds the sum of included state rows by Rs 489.15 lakh, which per the document's own arithmetic is the excluded Andaman & Nicobar row."
